cod_ibge,lat,long,UF,municipy_name,year,number_cases,population,case_1000_hab
230205,-3.01,-41.13,CE,Barroquinha,2011,30,14519,2.06625800674978
230205,-3.01,-41.13,CE,Barroquinha,2012,24,14560,1.64835164835165
230205,-3.01,-41.13,CE,Barroquinha,2013,392,14771,26.538487577009
230210,-4.32,-38.88,CE,Baturité,2007,33,31669,1.04202848211184
230210,-4.32,-38.88,CE,Baturité,2008,42,32968,1.27396263042951
230210,-4.32,-38.88,CE,Baturité,2009,6,33271,0.180337230621262
230210,-4.32,-38.88,CE,Baturité,2010,9,32606,0.276022817886279
230210,-4.32,-38.88,CE,Baturité,2011,278,33596,8.27479461840695
230210,-4.32,-38.88,CE,Baturité,2012,57,33863,1.6832531081121
230210,-4.32,-38.88,CE,Baturité,2013,92,34512,2.6657394529439
230220,-4.17,-38.13,CE,Beberibe,2007,19,46155,0.411656375257285
230220,-4.17,-38.13,CE,Beberibe,2008,79,48201,1.6389701458476
230220,-4.17,-38.13,CE,Beberibe,2009,46,48760,0.943396226415094
230220,-4.17,-38.13,CE,Beberibe,2010,13,48647,0.267231278393323
230220,-4.17,-38.13,CE,Beberibe,2011,62,49846,1.24383099947839
230220,-4.17,-38.13,CE,Beberibe,2012,143,50364,2.83932967993011
230220,-4.17,-38.13,CE,Beberibe,2013,41,51442,0.79701411298161
230230,-3.05,-40.16,CE,Bela Cruz,2007,4,29566,0.135290536426977
230230,-3.05,-40.16,CE,Bela Cruz,2008,16,30687,0.521393423925441
230230,-3.05,-40.16,CE,Bela Cruz,2009,4,30900,0.129449838187702
230230,-3.05,-40.16,CE,Bela Cruz,2011,15,31071,0.482765279521097
230230,-3.05,-40.16,CE,Bela Cruz,2012,9,31259,0.287917079880994
230230,-3.05,-40.16,CE,Bela Cruz,2013,14,31804,0.440196201735631
230240,-5.12,-39.73,CE,Boa Viagem,2007,13,53538,0.24281818521424
230240,-5.12,-39.73,CE,Boa Viagem,2008,441,55728,7.91343669250646
230240,-5.12,-39.73,CE,Boa Viagem,2009,30,56236,0.533466107119994
230240,-5.12,-39.73,CE,Boa Viagem,2010,54,51725,1.04398260029
230240,-5.12,-39.73,CE,Boa Viagem,2011,365,52666,6.93046747427183
230240,-5.12,-39.73,CE,Boa Viagem,2012,122,52829,2.30933767438339
230240,-5.12,-39.73,CE,Boa Viagem,2013,613,53608,11.4348604685868
230250,-7.49,-38.98,CE,Brejo Santo,2007,2360,39613,59.5764016863151
230250,-7.49,-38.98,CE,Brejo Santo,2008,22,41040,0.536062378167641
230250,-7.49,-38.98,CE,Brejo Santo,2009,28,41266,0.678524693452237
230250,-7.49,-38.98,CE,Brejo Santo,2010,407,45114,9.02158975041007
230250,-7.49,-38.98,CE,Brejo Santo,2011,150,45708,3.28170123391966
230250,-7.49,-38.98,CE,Brejo Santo,2012,103,46207,2.2290994870907
230250,-7.49,-38.98,CE,Brejo Santo,2013,390,47218,8.25956203142869
230260,-2.9,-40.84,CE,Camocim,2007,393,58470,6.72139558748076
230260,-2.9,-40.84,CE,Camocim,2008,36,60784,0.592261121347723
230260,-2.9,-40.84,CE,Camocim,2009,10,61278,0.163190704657463
230260,-2.9,-40.84,CE,Camocim,2010,7,60080,0.116511318242344
230260,-2.9,-40.84,CE,Camocim,2011,40,60520,0.660938532716457
230260,-2.9,-40.84,CE,Camocim,2012,36,60870,0.59142434696895
230260,-2.9,-40.84,CE,Camocim,2013,112,61918,1.8088439549081
230270,-7.07,-40.37,CE,Campos Sales,2007,16,25553,0.626149571478887
230270,-7.07,-40.37,CE,Campos Sales,2008,10,26359,0.379377062862779
230270,-7.07,-40.37,CE,Campos Sales,2009,299,26417,11.3184691675815
230270,-7.07,-40.37,CE,Campos Sales,2010,483,26507,18.2216018410231
230270,-7.07,-40.37,CE,Campos Sales,2011,8,26578,0.301000827752276
230270,-7.07,-40.37,CE,Campos Sales,2012,106,26648,3.97778444911438
230270,-7.07,-40.37,CE,Campos Sales,2013,199,27030,7.3621901590825
230280,-4.35,-39.31,CE,Canindé,2007,187,73878,2.53120008662931
230280,-4.35,-39.31,CE,Canindé,2008,540,76873,7.02457299702106
230280,-4.35,-39.31,CE,Canindé,2009,332,77552,4.28099855580772
230280,-4.35,-39.31,CE,Canindé,2010,13,73175,0.177656303382303
230280,-4.35,-39.31,CE,Canindé,2011,687,74847,9.17872459818029
230280,-4.35,-39.31,CE,Canindé,2012,429,75209,5.70410456195402
230280,-4.35,-39.31,CE,Canindé,2013,404,76439,5.28526014207407
230290,-4.46,-38.9,CE,Capistrano,2007,13,16403,0.792537950374931
230290,-4.46,-38.9,CE,Capistrano,2008,34,16963,2.00436243588988
230290,-4.46,-38.9,CE,Capistrano,2010,38,16335,2.32629323538414
230290,-4.46,-38.9,CE,Capistrano,2011,43,17133,2.50977645479484
230290,-4.46,-38.9,CE,Capistrano,2012,33,17202,1.9183815835368
230290,-4.46,-38.9,CE,Capistrano,2013,28,17470,1.60274756725816
230300,-4.23,-39.19,CE,Caridade,2007,56,17977,3.11509150581298
230300,-4.23,-39.19,CE,Caridade,2008,100,18911,5.2879276611496
230300,-4.23,-39.19,CE,Caridade,2009,40,19233,2.07975874798523
230300,-4.23,-39.19,CE,Caridade,2010,6,17181,0.34922297887201
230300,-4.23,-39.19,CE,Caridade,2011,33,20359,1.62090475956579
230300,-4.23,-39.19,CE,Caridade,2012,103,20687,4.97897230144535
230300,-4.23,-39.19,CE,Caridade,2013,330,21236,15.5396496515351
230310,-3.95,-40.47,CE,Cariré,2007,9,18527,0.485777513898634
230310,-3.95,-40.47,CE,Cariré,2008,3,19099,0.157076286716582
230310,-3.95,-40.47,CE,Cariré,2009,5,19132,0.261342253815597
230310,-3.95,-40.47,CE,Cariré,2011,7,18369,0.381076814197833
230310,-3.95,-40.47,CE,Cariré,2012,1,18391,0.0543744222717634
230310,-3.95,-40.47,CE,Cariré,2013,2,18629,0.107359493263192
230320,-7.04,-39.28,CE,Caririaçu,2007,38,26325,1.44349477682811
230320,-7.04,-39.28,CE,Caririaçu,2008,38,27249,1.39454658886565
230320,-7.04,-39.28,CE,Caririaçu,2009,2,27380,0.0730460189919649
230320,-7.04,-39.28,CE,Caririaçu,2010,86,26087,3.29666117223138
230320,-7.04,-39.28,CE,Caririaçu,2011,15,26432,0.567493946731235
230320,-7.04,-39.28,CE,Caririaçu,2012,25,26471,0.944429753314948
230320,-7.04,-39.28,CE,Caririaçu,2013,22,26821,0.820252786995265
230330,-6.53,-39.49,CE,Cariús,2007,8,18649,0.428977425063006
230330,-6.53,-39.49,CE,Cariús,2008,5,19270,0.259470679813181
230330,-6.53,-39.49,CE,Cariús,2010,2,18250,0.10958904109589
230330,-6.53,-39.49,CE,Cariús,2011,33,18576,1.7764857881137
230330,-6.53,-39.49,CE,Cariús,2012,3,18586,0.161411815344883
230330,-6.53,-39.49,CE,Cariús,2013,1,18815,0.0531490831783152
230340,-4.16,-40.94,CE,Carnaubal,2007,2,16001,0.124992187988251
230340,-4.16,-40.94,CE,Carnaubal,2012,1,16975,0.0589101620029455
230350,-4.13,-38.23,CE,Cascavel,2007,56,63932,0.875930676343615
230350,-4.13,-38.23,CE,Cascavel,2008,236,67002,3.52228291692785
230350,-4.13,-38.23,CE,Cascavel,2008,236,291747,0.808920057447035
230350,-4.13,-38.23,CE,Cascavel,2009,2,67956,0.0294308081699923
230350,-4.13,-38.23,CE,Cascavel,2009,2,296254,0.00675096370006818
230350,-4.13,-38.23,CE,Cascavel,2010,143,65607,2.17964546466078
230350,-4.13,-38.23,CE,Cascavel,2010,143,283193,0.504955984081527
230350,-4.13,-38.23,CE,Cascavel,2011,58,66834,0.867821767363917
230350,-4.13,-38.23,CE,Cascavel,2011,58,289339,0.200456903493826
230350,-4.13,-38.23,CE,Cascavel,2012,162,67503,2.39989333807386
230350,-4.13,-38.23,CE,Cascavel,2012,162,292372,0.55408862681789
230350,-4.13,-38.23,CE,Cascavel,2013,305,68926,4.4250355453675
230350,-4.13,-38.23,CE,Cascavel,2013,305,305615,0.997987664218052
230360,-6.13,-39.87,CE,Catarina,2007,6,17028,0.352360817477097
230360,-6.13,-39.87,CE,Catarina,2008,2,17794,0.112397437338429
230360,-6.13,-39.87,CE,Catarina,2009,2,18010,0.111049416990561
230360,-6.13,-39.87,CE,Catarina,2010,106,18678,5.67512581646857
230360,-6.13,-39.87,CE,Catarina,2011,29,18990,1.52711953659821
230360,-6.13,-39.87,CE,Catarina,2012,8,19228,0.416059912627418
230360,-6.13,-39.87,CE,Catarina,2013,85,19676,4.31998373653182
230365,-4.64,-40.2,CE,Catunda,2007,30,10508,2.85496764370004
230365,-4.64,-40.2,CE,Catunda,2008,148,11029,13.4191676489256
230365,-4.64,-40.2,CE,Catunda,2009,3,11198,0.267904983032684
230365,-4.64,-40.2,CE,Catunda,2010,8,9740,0.82135523613963
230365,-4.64,-40.2,CE,Catunda,2011,223,10003,22.2933120063981
230365,-4.64,-40.2,CE,Catunda,2013,15,10218,1.46799765120376
230370,-3.73,-38.65,CE,Caucaia,2008,1194,326811,3.65348779569843
230370,-3.73,-38.65,CE,Caucaia,2009,11,334364,0.0328982785228075
230370,-3.73,-38.65,CE,Caucaia,2010,135,286446,0.471293018579418
230370,-3.73,-38.65,CE,Caucaia,2011,1429,330854,4.31912565663404
230370,-3.73,-38.65,CE,Caucaia,2012,766,336091,2.27914463642287
230370,-3.73,-38.65,CE,Caucaia,2013,957,344936,2.77442771992486
230380,-6.6,-39.06,CE,Cedro,2007,122,24607,4.95793879790304
230380,-6.6,-39.06,CE,Cedro,2007,122,10283,11.8642419527375
230380,-6.6,-39.06,CE,Cedro,2008,676,25469,26.5420707526797
230380,-6.6,-39.06,CE,Cedro,2008,676,10678,63.3077355309983
230380,-6.6,-39.06,CE,Cedro,2009,17,25591,0.664296041577117
230380,-6.6,-39.06,CE,Cedro,2009,17,10784,1.57640949554896
230380,-6.6,-39.06,CE,Cedro,2010,3,24398,0.122960898434298
230380,-6.6,-39.06,CE,Cedro,2010,3,10778,0.278344776396363
230380,-6.6,-39.06,CE,Cedro,2011,3,24575,0.122075279755849
230380,-6.6,-39.06,CE,Cedro,2011,3,10872,0.275938189845475
230380,-6.6,-39.06,CE,Cedro,2012,5,24622,0.203070424823329
230380,-6.6,-39.06,CE,Cedro,2012,5,10964,0.456037942356804
230380,-6.6,-39.06,CE,Cedro,2013,8,24958,0.320538504687876
230380,-6.6,-39.06,CE,Cedro,2013,8,11323,0.706526538903118
230390,-3.03,-41.24,CE,Chaval,2007,60,12215,4.9119934506754
230390,-3.03,-41.24,CE,Chaval,2008,19,12609,1.50686017923705
230390,-3.03,-41.24,CE,Chaval,2009,11,12644,0.869977855109143
230390,-3.03,-41.24,CE,Chaval,2010,13,12522,1.03817281584411
230390,-3.03,-41.24,CE,Chaval,2011,4,12650,0.316205533596838
230390,-3.03,-41.24,CE,Chaval,2012,131,12684,10.327972248502
230390,-3.03,-41.24,CE,Chaval,2013,153,12865,11.8927322191994
230393,-4.84,-39.14,CE,Choró,2007,9,12790,0.703674745895231
230393,-4.84,-39.14,CE,Choró,2008,47,13316,3.52958846500451
230393,-4.84,-39.14,CE,Choró,2009,15,13439,1.11615447577945
230393,-4.84,-39.14,CE,Choró,2010,8,12756,0.627155848228285
230393,-4.84,-39.14,CE,Choró,2011,78,12918,6.03808639108221
230393,-4.84,-39.14,CE,Choró,2012,13,12982,1.00138653520259
230393,-4.84,-39.14,CE,Choró,2013,5,13195,0.378931413414172
230395,-4.3,-38.49,CE,Chorozinho,2007,21,18261,1.14999178577296
230395,-4.3,-38.49,CE,Chorozinho,2008,56,18770,2.98348428343101
230395,-4.3,-38.49,CE,Chorozinho,2009,12,18759,0.639692947385255
230395,-4.3,-38.49,CE,Chorozinho,2010,24,18867,1.27206233105422
230395,-4.3,-38.49,CE,Chorozinho,2011,142,18931,7.50092440969838
230395,-4.3,-38.49,CE,Chorozinho,2012,56,18947,2.95561302580884
230395,-4.3,-38.49,CE,Chorozinho,2013,43,19187,2.24110074529629
230400,-3.53,-40.65,CE,Coreaú,2007,11,21171,0.519578668933919
230400,-3.53,-40.65,CE,Coreaú,2008,95,22024,4.31347620777334
230400,-3.53,-40.65,CE,Coreaú,2009,12,22215,0.540175557056043
230400,-3.53,-40.65,CE,Coreaú,2010,5,21773,0.229642217425251
230400,-3.53,-40.65,CE,Coreaú,2011,332,22105,15.0192264193621
230400,-3.53,-40.65,CE,Coreaú,2012,61,22252,2.74132662232608
230400,-3.53,-40.65,CE,Coreaú,2013,113,22653,4.98830177018496
230410,-5.17,-40.67,CE,Crateús,2007,380,72386,5.24963390710911
230410,-5.17,-40.67,CE,Crateús,2008,836,74904,11.1609526861049
230410,-5.17,-40.67,CE,Crateús,2009,182,75249,2.41863679251552
230410,-5.17,-40.67,CE,Crateús,2010,1704,71715,23.7607195147459
230410,-5.17,-40.67,CE,Crateús,2011,1224,72959,16.7765457311641
230410,-5.17,-40.67,CE,Crateús,2012,52,73102,0.711334847199803
230410,-5.17,-40.67,CE,Crateús,2013,694,74103,9.36534283362347
230420,-7.23,-39.4,CE,Crato,2007,1265,111198,11.3761038867606
230420,-7.23,-39.4,CE,Crato,2008,117,115724,1.01102623483461
230420,-7.23,-39.4,CE,Crato,2009,19,116759,0.162728354987624
230420,-7.23,-39.4,CE,Crato,2010,1433,119949,11.9467440328806
230420,-7.23,-39.4,CE,Crato,2011,385,122716,3.13732520616708
230420,-7.23,-39.4,CE,Crato,2012,1182,123963,9.53510321628228
230420,-7.23,-39.4,CE,Crato,2013,165,126591,1.30341019503756
230423,-4.4,-40.91,CE,Croatá,2007,1,17317,0.0577467228734769
230423,-4.4,-40.91,CE,Croatá,2011,2,17172,0.116468669927789
230425,-2.91,-40.17,CE,Cruz,2007,1,22144,0.0451589595375723
230425,-2.91,-40.17,CE,Cruz,2008,1,23208,0.0430885901413306
230425,-2.91,-40.17,CE,Cruz,2009,2,23540,0.0849617672047579
230425,-2.91,-40.17,CE,Cruz,2011,1,22686,0.0440800493696553
230425,-2.91,-40.17,CE,Cruz,2012,4,22887,0.174771704461048
230425,-2.91,-40.17,CE,Cruz,2013,3,23344,0.128512679917752
230426,-5.91,-39.26,CE,Deputado Irapuan Pinheiro,2007,1,9108,0.109793588054458
230426,-5.91,-39.26,CE,Deputado Irapuan Pinheiro,2010,2,9059,0.220774919969092
230426,-5.91,-39.26,CE,Deputado Irapuan Pinheiro,2012,1,9203,0.108660219493643
230427,-6.03,-38.34,CE,Ererê,2007,2,6927,0.28872527789808
230427,-6.03,-38.34,CE,Ererê,2008,7,7242,0.966583816625242
230427,-6.03,-38.34,CE,Ererê,2010,97,6697,14.4840973570255
230427,-6.03,-38.34,CE,Ererê,2011,2,6881,0.290655427990118
230427,-6.03,-38.34,CE,Ererê,2012,7,6922,1.01126841953193
230427,-6.03,-38.34,CE,Ererê,2013,8,7041,1.13620224399943
230428,-3.89,-38.45,CE,Eusébio,2007,10,38189,0.261855508130614
230428,-3.89,-38.45,CE,Eusébio,2008,44,40426,1.08840845000742
230428,-3.89,-38.45,CE,Eusébio,2009,1,41307,0.0242089718449657
230428,-3.89,-38.45,CE,Eusébio,2011,187,47029,3.97626996108784
230428,-3.89,-38.45,CE,Eusébio,2012,60,47993,1.25018231825475
230428,-3.89,-38.45,CE,Eusébio,2013,228,49455,4.61025174400971
230430,-6.93,-39.56,CE,Farias Brito,2007,36,19244,1.87071294949075
230430,-6.93,-39.56,CE,Farias Brito,2008,7,19687,0.355564585767258
230430,-6.93,-39.56,CE,Farias Brito,2009,31,19605,1.58122927824535
230430,-6.93,-39.56,CE,Farias Brito,2010,260,18958,13.7145268488237
230430,-6.93,-39.56,CE,Farias Brito,2011,82,18931,4.33151972954413
230430,-6.93,-39.56,CE,Farias Brito,2012,114,18859,6.04485921841031
230430,-6.93,-39.56,CE,Farias Brito,2013,7,19015,0.368130423349987
230435,-3.79,-40.26,CE,Forquilha,2007,431,20181,21.3567216688965
230435,-3.79,-40.26,CE,Forquilha,2011,6,22116,0.271296798697775
230435,-3.79,-40.26,CE,Forquilha,2012,39,22435,1.73835524849565
230435,-3.79,-40.26,CE,Forquilha,2013,109,22998,4.73954256891904
230440,-3.71,-38.54,CE,Fortaleza,2008,30864,2473614,12.4772903128782
230440,-3.71,-38.54,CE,Fortaleza,2009,4428,2505552,1.76727523515776
230440,-3.71,-38.54,CE,Fortaleza,2010,5305,2315116,2.29146185331534
230440,-3.71,-38.54,CE,Fortaleza,2011,34974,2476589,14.1218425826813
230440,-3.71,-38.54,CE,Fortaleza,2012,40016,2500194,16.0051579997392
230440,-3.71,-38.54,CE,Fortaleza,2013,9521,2551806,3.73108300552628
230445,-4.45,-37.79,CE,Fortim,2007,3,14072,0.213189312109153
230445,-4.45,-37.79,CE,Fortim,2008,6,14825,0.404721753794266
230445,-4.45,-37.79,CE,Fortim,2011,22,15028,1.46393398988555
230445,-4.45,-37.79,CE,Fortim,2012,23,15233,1.50987986608022
230445,-4.45,-37.79,CE,Fortim,2013,34,15603,2.17906812792412
230450,-3.75,-40.81,CE,Frecheirinha,2007,5,12830,0.38971161340608
230450,-3.75,-40.81,CE,Frecheirinha,2008,28,13389,2.09126895212488
230450,-3.75,-40.81,CE,Frecheirinha,2010,1,12991,0.0769763682549457
230450,-3.75,-40.81,CE,Frecheirinha,2011,21,13080,1.60550458715596
230450,-3.75,-40.81,CE,Frecheirinha,2012,15,13167,1.13921166552745
230450,-3.75,-40.81,CE,Frecheirinha,2013,21,13402,1.56693030890912
230460,-4.05,-39.45,CE,General Sampaio,2007,5,6540,0.764525993883792
230460,-4.05,-39.45,CE,General Sampaio,2008,7,6602,1.06028476219327
230460,-4.05,-39.45,CE,General Sampaio,2009,3,6654,0.450856627592426
230460,-4.05,-39.45,CE,General Sampaio,2010,2,6099,0.327922610263978
230460,-4.05,-39.45,CE,General Sampaio,2011,68,6322,10.7560898449858
230460,-4.05,-39.45,CE,General Sampaio,2012,9,6423,1.40121438580103
230460,-4.05,-39.45,CE,General Sampaio,2013,2,6591,0.303444090426339
230465,-4.04,-40.75,CE,Graça,2007,4,15297,0.261489180885141
230465,-4.04,-40.75,CE,Graça,2009,3,15949,0.188099567370995
230465,-4.04,-40.75,CE,Graça,2010,3,15013,0.199826816758809
230465,-4.04,-40.75,CE,Graça,2011,86,15067,5.70783832216101
230465,-4.04,-40.75,CE,Graça,2012,4,15085,0.265164070268479
230465,-4.04,-40.75,CE,Graça,2013,110,15281,7.19848177475296
230470,-3.11,-40.82,CE,Granja,2007,482,51410,9.37560785839331
230470,-3.11,-40.82,CE,Granja,2008,13,53486,0.243054257188797
230470,-3.11,-40.82,CE,Granja,2009,10,53952,0.185349940688019
230470,-3.11,-40.82,CE,Granja,2010,155,52336,2.96163252827881
230470,-3.11,-40.82,CE,Granja,2011,671,52223,12.8487448059284
230470,-3.11,-40.82,CE,Granja,2012,52,52528,0.989948218093207
230470,-3.11,-40.82,CE,Granja,2013,74,53435,1.38486011041452
230480,-6.88,-39.21,CE,Granjeiro,2010,9,4616,1.94974003466205
230480,-6.88,-39.21,CE,Granjeiro,2012,2,4551,0.439463854098
230490,-3.91,-40.38,CE,Groaíras,2007,2,9456,0.211505922165821
230490,-3.91,-40.38,CE,Groaíras,2008,12,9865,1.21642169285352
230490,-3.91,-40.38,CE,Groaíras,2009,22,9971,2.20639855581185
230490,-3.91,-40.38,CE,Groaíras,2010,2,10226,0.195579894386857
230490,-3.91,-40.38,CE,Groaíras,2011,81,10338,7.83517121300058
230490,-3.91,-40.38,CE,Groaíras,2012,24,10445,2.29775011967449
230490,-3.91,-40.38,CE,Groaíras,2013,19,10668,1.78102737157855
230495,-4.03,-38.63,CE,Guaiúba,2007,16,22405,0.714126311091274
230495,-4.03,-38.63,CE,Guaiúba,2008,59,23502,2.51042464471109
230495,-4.03,-38.63,CE,Guaiúba,2010,259,24091,10.7509028267818
230495,-4.03,-38.63,CE,Guaiúba,2011,91,24414,3.72736954206603
230495,-4.03,-38.63,CE,Guaiúba,2012,22,24727,0.889715695393699
230495,-4.03,-38.63,CE,Guaiúba,2013,24,25310,0.948241801659423
230500,-4.16,-40.74,CE,Guaraciaba do Norte,2007,6,36705,0.163465467919902
230500,-4.16,-40.74,CE,Guaraciaba do Norte,2008,3,38123,0.0786926527293235
230500,-4.16,-40.74,CE,Guaraciaba do Norte,2009,3,38406,0.0781127948758007
230500,-4.16,-40.74,CE,Guaraciaba do Norte,2011,7,37985,0.184283269711728
230500,-4.16,-40.74,CE,Guaraciaba do Norte,2012,3,38189,0.0785566524391841
230500,-4.16,-40.74,CE,Guaraciaba do Norte,2013,1,38832,0.0257519571487433
230510,-4.26,-38.93,CE,Guaramiranga,2007,1,4307,0.232180171813327
230510,-4.26,-38.93,CE,Guaramiranga,2008,4,4227,0.946297610598533
230510,-4.26,-38.93,CE,Guaramiranga,2009,6,4070,1.47420147420147
230510,-4.26,-38.93,CE,Guaramiranga,2010,4,6451,0.620058905596032
230510,-4.26,-38.93,CE,Guaramiranga,2011,28,4058,6.89995071463775
230510,-4.26,-38.93,CE,Guaramiranga,2012,11,3956,2.78058645096057
230510,-4.26,-38.93,CE,Guaramiranga,2013,12,3909,3.06983883346124
230520,-4.4,-40.43,CE,Hidrolândia,2007,4,18534,0.215819574835438
230520,-4.4,-40.43,CE,Hidrolândia,2007,4,14004,0.285632676378178
230520,-4.4,-40.43,CE,Hidrolândia,2008,17,19103,0.889912579176046
230520,-4.4,-40.43,CE,Hidrolândia,2008,17,14577,1.16622075872951
230520,-4.4,-40.43,CE,Hidrolândia,2010,3,18804,0.159540523292916
230520,-4.4,-40.43,CE,Hidrolândia,2010,3,17251,0.173902962147122
230520,-4.4,-40.43,CE,Hidrolândia,2011,168,19438,8.64286449223171
230520,-4.4,-40.43,CE,Hidrolândia,2011,168,17729,9.47599977438096
230520,-4.4,-40.43,CE,Hidrolândia,2012,6,19548,0.306936771025169
230520,-4.4,-40.43,CE,Hidrolândia,2012,6,18050,0.332409972299169
230520,-4.4,-40.43,CE,Hidrolândia,2013,7,19882,0.352077255809275
230520,-4.4,-40.43,CE,Hidrolândia,2013,7,19015,0.368130423349987
230523,-4.09,-38.49,CE,Horizonte,2007,18,48660,0.369913686806412
230523,-4.09,-38.49,CE,Horizonte,2008,63,52488,1.2002743484225
230523,-4.09,-38.49,CE,Horizonte,2010,10,55046,0.181666242778767
230523,-4.09,-38.49,CE,Horizonte,2011,43,56829,0.756655932710412
230523,-4.09,-38.49,CE,Horizonte,2012,14,58418,0.239652162004862
230523,-4.09,-38.49,CE,Horizonte,2013,180,60584,2.97108147365641
230526,-4.8,-38.75,CE,Ibaretama,2007,47,12735,3.69061641146447
230526,-4.8,-38.75,CE,Ibaretama,2008,63,13156,4.78868957129827
230526,-4.8,-38.75,CE,Ibaretama,2010,66,12752,5.17565872020075
230526,-4.8,-38.75,CE,Ibaretama,2011,70,12950,5.40540540540541
230526,-4.8,-38.75,CE,Ibaretama,2012,11,12977,0.847653540880019
230526,-4.8,-38.75,CE,Ibaretama,2013,84,13155,6.38540478905359
230530,-3.92,-40.88,CE,Ibiapina,2007,5,23088,0.216562716562717
230530,-3.92,-40.88,CE,Ibiapina,2008,6,23961,0.25040691123075
230530,-3.92,-40.88,CE,Ibiapina,2009,3,24125,0.124352331606218
230530,-3.92,-40.88,CE,Ibiapina,2010,1,22933,0.0436052849605372
230530,-3.92,-40.88,CE,Ibiapina,2011,10,23935,0.417798203467725
230530,-3.92,-40.88,CE,Ibiapina,2012,2,24058,0.0831324299609278
230530,-3.92,-40.88,CE,Ibiapina,2013,5,24458,0.204432087660479
230533,-4.97,-38.63,CE,Ibicuitinga,2007,24,11000,2.18181818181818
230533,-4.97,-38.63,CE,Ibicuitinga,2008,38,11589,3.278971438433
230533,-4.97,-38.63,CE,Ibicuitinga,2009,5,11800,0.423728813559322
230533,-4.97,-38.63,CE,Ibicuitinga,2010,5,10932,0.457372850347603
230533,-4.97,-38.63,CE,Ibicuitinga,2011,138,11481,12.0198588973086
230533,-4.97,-38.63,CE,Ibicuitinga,2012,7,11622,0.602305971433488
230533,-4.97,-38.63,CE,Ibicuitinga,2013,44,11890,3.70058873002523
230535,-4.71,-37.35,CE,Icapuí,2007,18,18186,0.989772352358957
230535,-4.71,-37.35,CE,Icapuí,2008,47,19089,2.46215097700246
230535,-4.71,-37.35,CE,Icapuí,2009,13,19385,0.670621614650503
230535,-4.71,-37.35,CE,Icapuí,2010,3,18271,0.164194625362596
230535,-4.71,-37.35,CE,Icapuí,2011,9,18572,0.484600473831574
230535,-4.71,-37.35,CE,Icapuí,2012,14,18746,0.746825989544436
230535,-4.71,-37.35,CE,Icapuí,2013,24,19129,1.25463955251189
230540,-6.4,-38.86,CE,Icó,2007,43,63262,0.679712939837501
230540,-6.4,-38.86,CE,Icó,2008,68,65377,1.04012114352142
230540,-6.4,-38.86,CE,Icó,2009,1,65612,0.0152411144302871
230540,-6.4,-38.86,CE,Icó,2010,776,65337,11.876884460566
230540,-6.4,-38.86,CE,Icó,2011,1287,65681,19.594707754145
230540,-6.4,-38.86,CE,Icó,2012,400,65900,6.06980273141123
230540,-6.4,-38.86,CE,Icó,2013,304,66885,4.54511474919638
230550,-6.35,-39.29,CE,Iguatu,2007,459,92260,4.97507045306742
230550,-6.35,-39.29,CE,Iguatu,2007,459,2286,200.787401574803
230550,-6.35,-39.29,CE,Iguatu,2008,450,96201,4.67770605295163
230550,-6.35,-39.29,CE,Iguatu,2008,450,2363,190.43588658485
230550,-6.35,-39.29,CE,Iguatu,2009,47,97203,0.483524171064679
230550,-6.35,-39.29,CE,Iguatu,2009,47,2372,19.814502529511
230550,-6.35,-39.29,CE,Iguatu,2010,65,95011,0.684131311111345
230550,-6.35,-39.29,CE,Iguatu,2010,65,2231,29.1349170775437
230550,-6.35,-39.29,CE,Iguatu,2011,275,97330,2.8254392273708
230550,-6.35,-39.29,CE,Iguatu,2011,275,2232,123.207885304659
230550,-6.35,-39.29,CE,Iguatu,2012,20,98138,0.203794656504106
230550,-6.35,-39.29,CE,Iguatu,2012,20,2231,8.96458987001345
230550,-6.35,-39.29,CE,Iguatu,2013,161,100053,1.60914715200943
230550,-6.35,-39.29,CE,Iguatu,2013,161,2299,70.0304480208786
230560,-5.39,-40.3,CE,Independência,2007,605,25413,23.8067130995947
230560,-5.39,-40.3,CE,Independência,2007,605,6679,90.5824225183411
230560,-5.39,-40.3,CE,Independência,2008,78,26240,2.97256097560976
230560,-5.39,-40.3,CE,Independência,2008,78,6775,11.5129151291513
230560,-5.39,-40.3,CE,Independência,2009,4,26317,0.151993008321617
230560,-5.39,-40.3,CE,Independência,2009,4,6715,0.595681310498883
230560,-5.39,-40.3,CE,Independência,2010,158,25416,6.21655649984262
230560,-5.39,-40.3,CE,Independência,2010,158,6615,23.8851095993953
230560,-5.39,-40.3,CE,Independência,2011,60,25597,2.34402469039341
230560,-5.39,-40.3,CE,Independência,2011,60,6565,9.13937547600914
230560,-5.39,-40.3,CE,Independência,2012,3,25620,0.117096018735363
230560,-5.39,-40.3,CE,Independência,2012,3,6514,0.460546515198035
230560,-5.39,-40.3,CE,Independência,2013,113,25946,4.35519926000154
230560,-5.39,-40.3,CE,Independência,2013,113,6714,16.8305034256777
230565,-4.9,-40.75,CE,Ipaporanga,2007,34,11353,2.99480313573505
230565,-4.9,-40.75,CE,Ipaporanga,2008,71,11729,6.05337198397135
230565,-4.9,-40.75,CE,Ipaporanga,2009,8,11768,0.679809653297077
230565,-4.9,-40.75,CE,Ipaporanga,2010,3,11263,0.266358874189825
230565,-4.9,-40.75,CE,Ipaporanga,2011,4,11350,0.352422907488987
230565,-4.9,-40.75,CE,Ipaporanga,2012,3,11358,0.264131008980454
